Donation_Id,Donor_ID,Received_Date,Created_At,Amount,Deductible_Amount,Total_Donation_Amount,Fund,Donation_Type,Memo,Source,Transaction_Net,Letter_Sent,Email_Sent,Is_Company?
9403173,7688535,31-Mar-20,"Wednesday, April 01, 2020 at 06:11 PM",100,100,100,General Support,Online Donation,Coronavirus response,Individual Contributions,100,,,FALSE
9403179,8197929,1-Apr-20,"Wednesday, April 01, 2020 at 06:15 PM",250,250,250,General Support,Online Donation,Monthly,Individual Contributions,250,,,FALSE
9403182,635138,1-Apr-20,"Wednesday, April 01, 2020 at 06:16 PM",20,20,20,General Support,Online Donation,Monthly,Individual Contributions,20,,,FALSE
9403185,6279279,1-Apr-20,"Wednesday, April 01, 2020 at 06:17 PM",25,25,25,General Support,Online Donation,Monthly,Individual Contributions,25,,,FALSE
9404307,3941259,1-Apr-20,"Thursday, April 02, 2020 at 07:22 PM",50,50,50,General Support,Online Donation,Monthly,Individual Contributions,50,,,FALSE
9404504,8664377,2-Apr-20,"Thursday, April 02, 2020 at 08:38 PM",250,250,250,General Support,Online Donation,Coronavirus response,Individual Contributions,250,,,FALSE
9404510,6914074,2-Apr-20,"Thursday, April 02, 2020 at 08:41 PM",50,50,50,General Support,Online Donation,Coronavirus response,Individual Contributions,50,,,FALSE
9405376,8662504,2-Apr-20,"Friday, April 03, 2020 at 06:02 PM",50,50,50,General Support,Online Donation,Coronavirus response,Individual Contributions,50,,,FALSE
9405379,8664588,2-Apr-20,"Friday, April 03, 2020 at 06:05 PM",100,100,100,General Support,Online Donation,Coronavirus response,Individual Contributions,100,,,FALSE
9405380,7369459,3-Apr-20,"Friday, April 03, 2020 at 06:06 PM",100,100,100,General Support,Online Donation,Monthly,Individual Contributions,100,,,FALSE
9405508,6309891,3-Apr-20,"Friday, April 03, 2020 at 07:07 PM",600,600,600,General Support,Check,Coronavirus response,Individual Contributions,600,"Monday, April 27, 2020 at 10:39 PM",,FALSE
9405510,7199761,3-Apr-20,"Friday, April 03, 2020 at 07:08 PM",500,500,500,General Support,Check,,Churches & Clubs,500,"Monday, April 27, 2020 at 10:42 PM",,TRUE
9408101,8665291,5-Apr-20,"Monday, April 06, 2020 at 06:47 PM",100,100,100,General Support,Online Donation,Coronavirus response,Individual Contributions,100,,,FALSE
9408135,6928123,6-Apr-20,"Monday, April 06, 2020 at 07:14 PM",200,200,200,General Support,Online Donation,Monthly,Corporate,200,,,TRUE
9408142,8665298,6-Apr-20,"Monday, April 06, 2020 at 07:17 PM",500,500,500,General Support,Online Donation,Coronavirus response,Individual Contributions,500,,,FALSE
9408168,794507,6-Apr-20,"Monday, April 06, 2020 at 07:30 PM",100,100,100,General Support,Check,Coronavirus response,Individual Contributions,100,"Monday, April 27, 2020 at 10:44 PM",,FALSE
9408175,8665313,6-Apr-20,"Monday, April 06, 2020 at 07:34 PM",100,100,100,General Support,Check,Coronavirus response,Individual Contributions,100,"Monday, April 27, 2020 at 10:50 PM",,FALSE
9412012,8666683,7-Apr-20,"Thursday, April 09, 2020 at 03:16 PM",180,180,180,General Support,Online Donation,Coronavirus response,Corporate,180,,,TRUE
9412017,1098438,8-Apr-20,"Thursday, April 09, 2020 at 03:18 PM",104.16,104.16,104.16,General Support,Online Donation,HH PR 2019 - Monthly,Individual Contributions,104.16,,,FALSE
9412028,6370302,9-Apr-20,"Thursday, April 09, 2020 at 03:26 PM",25,25,25,General Support,Online Donation,HH PR 2019 - Monthly,Individual Contributions,25,,,FALSE
9412199,6154796,9-Apr-20,"Thursday, April 09, 2020 at 06:09 PM",100,100,100,General Support,Check,Rent April,Churches & Clubs,100,,,TRUE
9412294,8666887,9-Apr-20,"Thursday, April 09, 2020 at 07:49 PM",200,200,200,General Support,Check,Coronavirus response,Individual Contributions,200,"Monday, April 27, 2020 at 10:52 PM",,FALSE
9412431,8666989,8-Apr-20,"Thursday, April 09, 2020 at 10:05 PM",20,20,20,General Support,Cash,Coronavirus response,Individual Contributions,20,,,FALSE
9412437,8666990,8-Apr-20,"Thursday, April 09, 2020 at 10:12 PM",10000,10000,10000,General Support,Check,Coronavirus response,Foundations/Grants/Government,10000,,,TRUE
9412466,8667002,9-Apr-20,"Thursday, April 09, 2020 at 10:59 PM",30,30,30,General Support,Online Donation,Coronavirus response,Individual Contributions,30,,,FALSE
9413254,8667164,10-Apr-20,"Friday, April 10, 2020 at 04:55 PM",200,200,200,General Support,Online Donation,Coronavirus response,Individual Contributions,200,,,FALSE
9417191,8668167,11-Apr-20,"Tuesday, April 14, 2020 at 03:17 PM",100,100,100,General Support,Online Donation,Coronavirus response,Individual Contributions,100,,,FALSE
9417639,651401,11-Apr-20,"Tuesday, April 14, 2020 at 08:43 PM",100,100,100,General Support,Online Donation,Coronavirus response,Individual Contributions,100,,,FALSE
9417645,8668496,11-Apr-20,"Tuesday, April 14, 2020 at 08:46 PM",25,25,25,General Support,Online Donation,Coronavirus response,Individual Contributions,25,,,FALSE
9417654,8304975,12-Apr-20,"Tuesday, April 14, 2020 at 08:50 PM",200,200,200,General Support,Online Donation,Coronavirus response,Individual Contributions,200,,,FALSE
9417664,7688198,13-Apr-20,"Tuesday, April 14, 2020 at 08:54 PM",2500,2500,2500,General Support,Online Donation,Coronavirus response,Individual Contributions,2500,,,FALSE
9417678,2419698,14-Apr-20,"Tuesday, April 14, 2020 at 09:03 PM",50,50,50,General Support,Check,Coronavirus response,Individual Contributions,50,"Monday, April 27, 2020 at 10:58 PM",,FALSE
9417680,494522,14-Apr-20,"Tuesday, April 14, 2020 at 09:05 PM",2500,2500,2500,General Support,Check,Coronavirus response,Corporate,2500,,,TRUE
9417685,6569172,14-Apr-20,"Tuesday, April 14, 2020 at 09:08 PM",250,250,250,General Support,Check,Coronavirus response,Individual Contributions,250,"Monday, April 27, 2020 at 10:55 PM",,FALSE
9417695,4558356,14-Apr-20,"Tuesday, April 14, 2020 at 09:11 PM",25,25,25,General Support,Check,Monthly,Individual Contributions,25,,,FALSE
9417761,5816187,14-Apr-20,"Tuesday, April 14, 2020 at 10:02 PM",300,300,300,General Support,Online Donation,Coronavirus response,Individual Contributions,300,,,FALSE
9419401,8669009,14-Apr-20,"Wednesday, April 15, 2020 at 11:17 PM",400,400,400,General Support,Online Donation,Coronavirus response,Individual Contributions,400,,,FALSE
9419406,7711956,15-Apr-20,"Wednesday, April 15, 2020 at 11:19 PM",50,50,50,General Support,Online Donation,Coronavirus response,Individual Contributions,50,,,FALSE
9419411,8662504,15-Apr-20,"Wednesday, April 15, 2020 at 11:29 PM",100,100,100,General Support,Online Donation,Coronavirus response,Individual Contributions,100,,,FALSE
9421175,8669469,15-Apr-20,"Friday, April 17, 2020 at 02:47 PM",100,100,100,General Support,Online Donation,Coronavirus response,Individual Contributions,100,,,FALSE
9421179,3448352,15-Apr-20,"Friday, April 17, 2020 at 02:49 PM",500,500,500,General Support,Online Donation,Coronavirus response,Individual Contributions,500,,,FALSE
9421180,8662786,16-Apr-20,"Friday, April 17, 2020 at 02:50 PM",500,500,500,General Support,Online Donation,Coronavirus response,Individual Contributions,500,,,FALSE
9421182,8669472,16-Apr-20,"Friday, April 17, 2020 at 02:53 PM",340,340,340,General Support,Online Donation,Coronavirus response,Individual Contributions,340,,,FALSE
9421188,8669473,16-Apr-20,"Friday, April 17, 2020 at 02:57 PM",100,100,100,General Support,Online Donation,Coronavirus response,Individual Contributions,100,,,FALSE
9421201,6941734,16-Apr-20,"Friday, April 17, 2020 at 03:04 PM",200,200,200,General Support,Online Donation,Coronavirus response,Individual Contributions,200,,,FALSE
9421209,8669479,17-Apr-20,"Friday, April 17, 2020 at 03:07 PM",100,100,100,General Support,Online Donation,Coronavirus response,Individual Contributions,100,,,FALSE
9421287,491217,17-Apr-20,"Friday, April 17, 2020 at 03:50 PM",500,500,500,General Support,Check,Coronavirus response,Individual Contributions,500,"Tuesday, April 28, 2020 at 06:58 PM",,FALSE
9421290,6769828,17-Apr-20,"Friday, April 17, 2020 at 03:51 PM",50,50,50,General Support,Check,Coronavirus response,Individual Contributions,50,"Tuesday, April 28, 2020 at 12:48 AM",,FALSE
9421296,611793,17-Apr-20,"Friday, April 17, 2020 at 03:53 PM",5000,5000,5000,General Support,Check,Coronavirus response,Churches & Clubs,5000,,,TRUE
9421301,8527905,17-Apr-20,"Friday, April 17, 2020 at 03:56 PM",254,254,254,General Support,Check,Coronavirus response - first installment,Churches & Clubs,254,,,TRUE
9421404,8669522,17-Apr-20,"Friday, April 17, 2020 at 05:17 PM",100,100,100,General Support,Online Donation,Coronavirus response,Individual Contributions,100,,,FALSE
9421442,8669536,17-Apr-20,"Friday, April 17, 2020 at 05:59 PM",100,100,100,General Support,Online Donation,Coronavirus response,Individual Contributions,100,,,FALSE
9421444,2812965,17-Apr-20,"Friday, April 17, 2020 at 06:00 PM",50,50,50,General Support,Online Donation,Coronavirus response,Individual Contributions,50,,,FALSE
9421485,8669538,17-Apr-20,"Friday, April 17, 2020 at 06:29 PM",50,50,50,General Support,Online Donation,Coronavirus response,Individual Contributions,50,,,FALSE
9422863,8669779,17-Apr-20,"Saturday, April 18, 2020 at 03:15 PM",200,200,200,General Support,Check,Coronavirus response,Individual Contributions,200,"Tuesday, April 28, 2020 at 12:47 AM",,FALSE
9425555,8670486,17-Apr-20,"Monday, April 20, 2020 at 05:35 PM",100,100,100,General Support,Online Donation,Coronavirus response,Individual Contributions,100,,,FALSE
9425561,8670487,18-Apr-20,"Monday, April 20, 2020 at 05:38 PM",310,310,310,General Support,Online Donation,Coronavirus response,Individual Contributions,310,,,FALSE
9425572,8670491,18-Apr-20,"Monday, April 20, 2020 at 05:41 PM",5,5,5,General Support,Online Donation,Coronavirus response,Individual Contributions,5,,,FALSE
9425588,8670494,18-Apr-20,"Monday, April 20, 2020 at 05:44 PM",25,25,25,General Support,Online Donation,Coronavirus response - Monthly,Individual Contributions,25,,,FALSE
9425599,8670497,18-Apr-20,"Monday, April 20, 2020 at 05:47 PM",100,100,100,General Support,Online Donation,Coronavirus response,Individual Contributions,100,,,FALSE
9426334,8670663,19-Apr-20,"Tuesday, April 21, 2020 at 12:21 AM",20,20,20,General Support,Online Donation,Coronavirus response - Monthly,Individual Contributions,20,,,FALSE
9428313,8671223,20-Apr-20,"Wednesday, April 22, 2020 at 01:19 AM",50,50,50,General Support,Online Donation,Coronavirus response,Individual Contributions,50,,,FALSE
9428326,8671240,20-Apr-20,"Wednesday, April 22, 2020 at 01:38 AM",100,100,100,General Support,Online Donation,Coronavirus response,Individual Contributions,100,,,FALSE
9428327,8671242,20-Apr-20,"Wednesday, April 22, 2020 at 01:41 AM",250,250,250,General Support,Online Donation,Coronavirus response,Individual Contributions,250,,,FALSE
9428960,6281392,21-Apr-20,"Wednesday, April 22, 2020 at 02:55 PM",10000,10000,10000,General Support,Check,Coronavirus response,Foundations/Grants/Government,10000,,,FALSE
9428981,8665313,21-Apr-20,"Wednesday, April 22, 2020 at 03:02 PM",150,150,150,General Support,Check,Coronavirus response,Individual Contributions,150,"Monday, April 27, 2020 at 10:50 PM",,FALSE
9428986,8671374,21-Apr-20,"Wednesday, April 22, 2020 at 03:04 PM",500,500,500,General Support,Check,Coronavirus response,Churches & Clubs,500,"Monday, April 27, 2020 at 09:50 PM",,TRUE
9431171,8437328,22-Apr-20,"Thursday, April 23, 2020 at 07:52 PM",200,200,200,General Support,Online Donation,Coronavirus response,Individual Contributions,200,,,FALSE
9431172,6766798,22-Apr-20,"Thursday, April 23, 2020 at 07:53 PM",1000,1000,1000,General Support,Online Donation,Coronavirus response,Individual Contributions,1000,,,FALSE
9431175,6777765,22-Apr-20,"Thursday, April 23, 2020 at 07:57 PM",200,200,200,General Support,Online Donation,Coronavirus response,Individual Contributions,200,,,FALSE
9431178,8672381,22-Apr-20,"Thursday, April 23, 2020 at 08:00 PM",200,200,200,General Support,Online Donation,Coronavirus response,Individual Contributions,200,,,FALSE
9431181,8672384,22-Apr-20,"Thursday, April 23, 2020 at 08:03 PM",500,500,500,General Support,Online Donation,Coronavirus response,Individual Contributions,500,,,FALSE
9431183,8667002,22-Apr-20,"Thursday, April 23, 2020 at 08:04 PM",40,40,40,General Support,Online Donation,Coronavirus response,Individual Contributions,40,,,FALSE
9431185,8672389,22-Apr-20,"Thursday, April 23, 2020 at 08:06 PM",50,50,50,General Support,Online Donation,Coronavirus response,Individual Contributions,50,,,FALSE
9431187,6759108,23-Apr-20,"Thursday, April 23, 2020 at 08:07 PM",83.33,83.33,83.33,General Support,Online Donation,HH PR 2019 - Monthly,Individual Contributions,83.33,,,FALSE
9431320,8542967,23-Apr-20,"Thursday, April 23, 2020 at 10:39 PM",25,25,25,General Support,Check,Monthly,Individual Contributions,25,,,FALSE
9431321,2378402,23-Apr-20,"Thursday, April 23, 2020 at 10:40 PM",200,200,200,General Support,Check,Coronavirus response,Individual Contributions,200,"Tuesday, April 28, 2020 at 12:50 AM",,FALSE
9431323,8672594,23-Apr-20,"Thursday, April 23, 2020 at 10:44 PM",70,70,70,General Support,Check,Coronavirus response,Individual Contributions,70,"Tuesday, April 28, 2020 at 12:52 AM",,FALSE
9431324,6173346,23-Apr-20,"Thursday, April 23, 2020 at 10:45 PM",800,800,800,General Support,Check,Coronavirus response,Individual Contributions,800,"Tuesday, April 28, 2020 at 06:55 PM",,FALSE
9431325,8672597,23-Apr-20,"Thursday, April 23, 2020 at 10:48 PM",100,100,100,General Support,Check,Coronavirus response,Individual Contributions,100,"Tuesday, April 28, 2020 at 12:53 AM",,FALSE
9431326,1095401,23-Apr-20,"Thursday, April 23, 2020 at 10:50 PM",100,100,100,General Support,Check,Coronavirus response,Individual Contributions,100,"Tuesday, April 28, 2020 at 12:54 AM",,FALSE
9431327,8527905,23-Apr-20,"Thursday, April 23, 2020 at 10:54 PM",172,172,172,General Support,Check,Coronavirus response,Churches & Clubs,172,,,TRUE
9432713,8672997,23-Apr-20,"Saturday, April 25, 2020 at 12:03 AM",50,50,50,General Support,Online Donation,Coronavirus response,Individual Contributions,50,,,FALSE
9432716,8672999,23-Apr-20,"Saturday, April 25, 2020 at 12:13 AM",200,200,200,General Support,Online Donation,Coronavirus response,Individual Contributions,200,,,FALSE
9432717,8662039,24-Apr-20,"Saturday, April 25, 2020 at 12:15 AM",200,200,200,General Support,Online Donation,Coronavirus response,Individual Contributions,200,,,FALSE
9434649,8673373,24-Apr-20,"Monday, April 27, 2020 at 06:12 PM",50,50,50,General Support,Online Donation,Coronavirus response,Corporate,50,,,TRUE
9434652,8673375,24-Apr-20,"Monday, April 27, 2020 at 06:14 PM",25,25,25,General Support,Online Donation,Coronavirus response,Individual Contributions,25,,,FALSE
9434657,7688129,24-Apr-20,"Monday, April 27, 2020 at 06:18 PM",50,50,50,General Support,Online Donation,Coronavirus response,Individual Contributions,50,,,FALSE
9434659,6963765,25-Apr-20,"Monday, April 27, 2020 at 06:20 PM",250,250,250,General Support,Online Donation,HH PR 2019 - Monthly,Individual Contributions,250,,,FALSE
9434663,8662786,25-Apr-20,"Monday, April 27, 2020 at 06:25 PM",50,50,50,General Support,Online Donation,Coronavirus response - Monthly,Individual Contributions,50,,,FALSE
9434664,6769814,25-Apr-20,"Monday, April 27, 2020 at 06:26 PM",25,25,25,General Support,Online Donation,Coronavirus response - Monthly,Individual Contributions,25,,,FALSE
9434669,8673377,25-Apr-20,"Monday, April 27, 2020 at 06:28 PM",25,25,25,General Support,Online Donation,Coronavirus response - Monthly,Individual Contributions,25,,,FALSE
9434690,8531572,25-Apr-20,"Monday, April 27, 2020 at 06:43 PM",300,300,300,General Support,Online Donation,Coronavirus response,Individual Contributions,300,,,FALSE
9434693,8673383,25-Apr-20,"Monday, April 27, 2020 at 06:45 PM",500,500,500,General Support,Online Donation,Coronavirus response,Individual Contributions,500,,,FALSE
9434696,8301586,26-Apr-20,"Monday, April 27, 2020 at 06:46 PM",50,50,50,General Support,Online Donation,HH 2019 - donation in lieu of attendance,Individual Contributions,50,,,FALSE
9434700,8673387,26-Apr-20,"Monday, April 27, 2020 at 06:49 PM",100,100,100,General Support,Online Donation,Coronavirus response,Individual Contributions,100,,,FALSE
9434702,8673388,26-Apr-20,"Monday, April 27, 2020 at 06:51 PM",250,250,250,General Support,Online Donation,Coronavirus response,Individual Contributions,250,,,FALSE
9434703,8673389,26-Apr-20,"Monday, April 27, 2020 at 06:53 PM",25,25,25,General Support,Online Donation,Coronavirus response,Individual Contributions,25,,,FALSE
9434706,8503277,27-Apr-20,"Monday, April 27, 2020 at 06:55 PM",20.85,20.85,20.85,General Support,Online Donation,HH PR 2019 - Monthly,Individual Contributions,20.85,,,FALSE
9434720,8673391,27-Apr-20,"Monday, April 27, 2020 at 06:59 PM",50,50,50,General Support,Online Donation,Coronavirus response,Individual Contributions,50,,,FALSE
9436559,8673948,27-Apr-20,"Wednesday, April 29, 2020 at 12:00 AM",60,60,60,General Support,Online Donation,Coronavirus response,Individual Contributions,60,,,FALSE
9436560,6676248,27-Apr-20,"Wednesday, April 29, 2020 at 12:04 AM",1200,1200,1200,General Support,Online Donation,Coronavirus response,Individual Contributions,1200,,,FALSE
9436562,8673949,28-Apr-20,"Wednesday, April 29, 2020 at 12:12 AM",25,25,25,General Support,Online Donation,Coronavirus response,Individual Contributions,25,,,FALSE
9436564,6483924,28-Apr-20,"Wednesday, April 29, 2020 at 12:17 AM",500,500,500,General Support,Online Donation,Coronavirus response,Corporate,500,,,FALSE
9436568,8673950,28-Apr-20,"Wednesday, April 29, 2020 at 12:39 AM",100,100,100,General Support,Online Donation,Coronavirus response,Individual Contributions,100,,,FALSE
9437607,8674370,28-Apr-20,"Wednesday, April 29, 2020 at 04:39 PM",50,50,50,General Support,Check,Coronavirus response,Individual Contributions,50,"Wednesday, April 29, 2020 at 04:44 PM",,FALSE
9437629,8665313,28-Apr-20,"Wednesday, April 29, 2020 at 05:00 PM",150,150,150,General Support,Check,Coronavirus response,Individual Contributions,150,"Wednesday, April 29, 2020 at 05:02 PM",,FALSE
9438711,491122,29-Apr-20,"Thursday, April 30, 2020 at 02:33 PM",100,100,100,General Support,Online Donation,Coronavirus response,Individual Contributions,100,,,FALSE
9440566,491150,30-Apr-20,"Friday, May 01, 2020 at 09:19 PM",100,100,100,General Support,Online Donation,Coronavirus response,Individual Contributions,100,,,FALSE
